0135|A|A|AP_amount|9|f|||||EDV-Software
0150|A|A|AP_amount|9|f|||||Geschäfts- oder Firmenwert
0240|A|A|AP_amount|9|f|||||Geschäftsbauten
0400|A|A|AP_amount|9|f|||||Techn. Anlagen und Maschinen
0440|A|A|AP_amount|9|f|||||Maschinen
0500|A|A|AP_amount|9|f|||||Andere Anlagen, Betriebs- und Geschäftsausstattung
0510|A|A|AP_amount|9|f|||||Andere Anlagen
0520|A|A|AP_amount|9|f|||||PKW
0560|A|A|AP_amount|9|f|||||Sonstige Transportmittel
0620|A|A|AP_amount|9|f|||||Werkzeuge
0640|A|A|AP_amount|9|f|||||Ladeneinrichtung
0650|A|A|AP_amount|9|f|||||Büroeinrichtung
0670|A|A|AP_amount|9|f|||||Geringwertige Wirtschaftsgüter
0675|A|A|AP_amount|9|f|||||Geringwertige Wirtschaftsggüter 150 - 1000 EUR (Sammelposten)
1000|A|E|IC|9|f||4|||Roh-, Hilfs- und Betriebsstoffe (Bestand)
1140|A|E|IC|9|f||4|||Waren (Bestand)
1200|A|A|AR|0|f|||||Forderungen aus Lieferungen und Leistungen
1215|A|A|AR|0|f|||||Forder. aus LuL zum allg. UST-Satz oder eines Kleinunternehmers (EÜR)
1216|A|A|AR|0|f|||||Forder. aus LuL zum ermäßigten USTsatz (EÜR)
1217|A|A|AR|0|f|||||Forder. aus steuerfreien o. Nicht steuerbaren LuL (EÜR)
1218|A|A|AR|0|f|||||Forder. aus LuL nach Durchschnitzsätzen § 24 UStG (EÜR)
1219|A|A||0|f|||||Gegenkonto 1215-1218 bei Auteilung d. Forder. nach Steuersätzen (EÜR)
1220|A|A|AR|0|f|||||Forder. nach § 11 Abs. 1 Satz 2 EStG für § 4/3 EStG
1248|A|E||0|f||31|||Pauschwertber. zu Forder. Restlzeit <1 Jahr
1249|A|E||0|f||31|||Pauschwertber. zu Forder. Restlzeit >1 Jahr
1370|A|A||0|f|||||Durchlaufende Posten
1374|A|A||0|f|||||Fremdgeld
1401|A|E|AP_tax:IC_taxpart:IC_taxservice|0|f|27|||27|Abziehbare Vorsteuer 7%
1402|A|E|AP_tax:IC_taxpart:IC_taxservice|0|f|27|||27|Abziehbare Vorsteuer aus innergemeinschftl. Erwerb
1403|A|E|AP_tax:IC_taxpart:IC_taxservice|8|f|27|||27|Abziehbare Vorsteuer 5 %
1404|A|E|AP_tax:IC_taxpart:IC_taxservice|0|f|27|||27|Abziehbare Vorsteuer aus innergemeinschftl. Erwerb 19%
1405|A|E|AP_tax:IC_taxpart:IC_taxservice|0|f|27|||27|Abziehbare Vorsteuer 16%
1406|A|E|AP_tax:IC_taxpart:IC_taxservice|0|f|27|||27|Abziehbare Vorsteuer 19 %
1407|A|E|AP_tax:IC_taxpart:IC_taxservice|0|f|27|||27|Abziehbare Vorsteuer nach § 13b UStG 19%
1408|A|E|AP_tax:IC_taxpart:IC_taxservice|0|f|27|||27|Abziehbare Vorsteuer nach § 13b UStG
1409|A|E|AP_tax:IC_taxpart:IC_taxservice|0|f|27|||27|Abziehbare Vorsteuer nach § 13b UStG 16%
1432|A|E|AR_tax|0|f|27|||27|abziehb. VorSt EU-Erwerb Neufzg.b.Lief. o. USt-IdNr.
1433|A|E||0|f|||||Bezahlte Einfuhrumsatzsteuer
1460|A|A||0|f|||||Geldtransit
1480|A|A||0|f|||||Gegenkonto Vorsteuer §4/3 EStG
1481|A|A||0|f|||||Auflösung Vorst.a.Vorjahr §4/3 EStG
1482|A|E||0|f|27|||27|Vorst.aus Investitionen §4/3 EStG
1484|A|E|AR_tax|0|f|27|||27|abziehb.VorSt EU-Erwerb Neufzg.b.Lief. o. USt.Ident.Nr
1495|A|L|AR|0|f|||||Verrechnungskonto erhalt. Anzahl. bei Buchung über Debitorenkonto
1600|A|A|AR_paid:AP_paid|0|f|||||Kasse
1800|A|A|AR_paid:AP_paid|0|f|||||Bank
2100|A|Q||0|f|||||Privatentnahmen allgemein
2150|A|Q||0|f|||||Privatsteuern
2180|A|Q||0|f|||||Privateinlagen
2200|A|Q||0|f|||||Sonderausgaben beschränkt abzugsfähig
2230|A|Q||0|f|||||Sonderausgaben unbeschränkt abzugsfähig
2250|A|Q||0|f|||||Zuwendungen, Spenden
2950|A|Q||0|f|||||Satzungsmäßige Rücklagen
3151|A|L||0|f|||||Verbindlk. geg Krditinst. - Restlzeit <1 Jahr 
3160|A|L||0|f|||||Verbindlk. geg Krditinst. - Restlzeit 1 - 5 Jahre 
3170|A|L||0|f|||||Verbindlk. geg Krditinst. - Restlzeit >5 Jahre
3260|A|L|AR_amount|0|f|||||Erhaltene, versteuerte Anzahlungen 7 % USt (Verbindlichkeiten)
3272|A|L|AR_amount|0|f|||||Erhaltene, versteuerte Anzahlungen 19 % USt (Verbindlichkeiten)
3300|A|L|AP|0|f|||||Verbindlichkeiten aus Lief.u.Leist.
3305|A|L|AP|0|f|||||Verbindlk. aus LuL zum allg. USTsatz (EÜR)
3306|A|L|AP|0|f|||||Verbindlk. aus LuL zum erm. USTsatz (EÜR)
